,username,message,timestamp
982,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2024-03-12T15:11:38.468000+00:00
983,Sir Goldman Alerts ,COMMENT, 2023-10-04T15:10:15.026000+00:00
984,KC Trades Bot ,AMD 190c 4/12 @ 140, 2024-04-04T14:41:24.671000+00:00
985,KC Trades Bot ,scaled 300 💰 in runners 🚀, 2024-03-18T13:42:35.483000+00:00
986,Sir Goldman Alerts ,EXIT, 2023-11-30T15:23:11.219000+00:00
987,Sir Goldman Alerts ,COMMENT, 2023-12-29T21:09:35.298000+00:00
988,Waxui Alerts 🍭 ,Closed SNOW here 300 - 650 ✅ 117%Beauty, 2023-06-28T13:55:14.623000+00:00
989,Sir Goldman Alerts ,COMMENT, 2024-01-03T15:27:47.966000+00:00
990,Sir Goldman Alerts ,COMMENT, 2023-10-12T13:49:26.766000+00:00
991,Optionsking Alert Bot ,Update, 2023-11-03T18:39:45.704000+00:00
992,Sir Goldman Alerts ,COMMENT, 2024-01-12T20:40:25.093000+00:00
993,Waxui Alerts 🍭 ,Trim SPX here380 - 500 ✅ 32%Holding most, 2024-04-10T13:40:36.230000+00:00
994,waysotheraccount ,@everyone Hope everyone is ready for tomorrow, 2023-07-31T03:39:39.991000+00:00
995,Bullish B Signals ,48599 is our next target on NFLX 🎯, 2024-01-08T18:53:42.415000+00:00
996,waysotheraccount ,@everyone going to have a stop on entry for it, 2023-09-01T14:54:34.292000+00:00
997,Sir Goldman Alerts ,EXIT, 2024-01-10T20:37:21.321000+00:00
998,Waxui Alerts 🍭 ,*Riskier*SPX here01/16 4740P Avg 260, 2024-01-16T15:00:11.397000+00:00
999,Waxui Alerts 🍭 ,Trim SPX here150 - 200 ✅ 33%, 2024-01-03T19:14:12.234000+00:00
1000,Market Bishop ,Bishop's Ideas, 2024-04-09T15:43:52.564000+00:00
1001,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-09-21T14:00:15.029000+00:00
1002,Waxui Alerts 🍭 ,Closed SPX hereAction making zero sense, 2024-03-14T15:03:32.214000+00:00
1003,Sir Goldman Alerts ,SCALE, 2024-01-08T17:39:56.405000+00:00
1004,Waxui Alerts 🍭 ,Trim SPX here290 - 350 ✅ 21%Holding most, 2024-02-01T14:46:06.945000+00:00
1005,Sir Goldman Alerts ,COMMENT, 2024-03-08T19:53:12.445000+00:00
1006,Waxui Alerts 🍭 ,Closed SPX here @360Solid scalp 🔥, 2023-09-14T14:24:10.466000+00:00
1007,Sir Goldman Alerts ,COMMENT, 2024-02-13T19:36:06.380000+00:00
1008,Sir Goldman Alerts ,COMMENT, 2023-11-06T16:22:37.448000+00:00
1009,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2024-03-21T18:09:10.170000+00:00
1010,Waxui Alerts 🍭 ,*Riskier*SPX here10/24 4225PAvg 320, 2023-10-24T16:13:18.953000+00:00
1011,Bullish B Signals ,STOPPED OUT, 2023-11-16T14:33:45.521000+00:00
1012,Optionsking Alert Bot ,Update, 2023-09-25T16:05:45.600000+00:00
1013,Sir Goldman Alerts ,SCALE, 2023-10-06T14:16:44.668000+00:00
1014,Waxui Alerts 🍭 ,Closed SPX here @420Solid scalp, 2023-05-26T15:15:38.756000+00:00
1015,Market Bishop ,Trimming TSLA 165 C 4/5 @$054, 2024-04-05T19:46:16.776000+00:00
1016,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2023-08-31T15:25:53.011000+00:00
1017,Bullish B Signals ,GO GO GO $PYPL, 2024-01-25T17:15:19.885000+00:00
1018,waysotheraccount ,@everyone taking some dwac sep 1 2023 $14c at 96 to 102, 2023-08-25T18:46:17.628000+00:00
1019,Bullish B Signals ,Grabbing more NFLX calls, 2023-11-13T17:58:59.594000+00:00
1020,Optionsking Alert Bot ,Open, 2023-10-26T19:48:29.182000+00:00
1021,Waxui Alerts 🍭 ,Closed SPY here @300Solid playz 🍭, 2024-04-12T17:43:53.375000+00:00
1022,Optionsking Alert Bot ,Trim, 2023-10-25T19:38:41.303000+00:00
1023,Prodigy ,SPY 512P 0DTE, 2024-04-12T14:11:07.621000+00:00
1024,rumrunner3050 ,Way think about a Friday only ODTE list?, 2024-01-06T18:24:46.700000+00:00
1025,Sir Goldman Alerts ,COMMENT, 2024-02-02T21:06:06.276000+00:00
1026,Sir Goldman Alerts ,COMMENT, 2024-01-17T20:23:23.569000+00:00
1027,Bullish B Signals ,WATCHING SPX 4790 1/12 calls WAITING FOR THE 55 ema re-test, 2024-01-12T20:06:40.783000+00:00
1028,Waxui Alerts 🍭 ,Trim SPX here240 - 300 ✅ 25%Holding most, 2023-09-06T15:32:53.272000+00:00
1029,Sir Goldman Alerts ,COMMENT, 2023-12-26T01:15:19.983000+00:00
1030,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2023-09-19T18:26:14.656000+00:00
1031,waxui ,Not sure why its not letting me post my outlook but here it is, 2023-08-29T23:56:04.637000+00:00
1032,Optionsking Alert Bot ,Update, 2023-08-30T19:25:29.725000+00:00
1033,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-08-15T14:38:55.852000+00:00
1034,Sir Goldman Alerts ,COMMENT, 2024-02-27T18:59:03.048000+00:00
1035,Waxui Alerts 🍭 ,Reduced risk on SPX here @450 Holding 1/2, 2023-09-05T13:52:50.483000+00:00
1036,waysotheraccount ,@everyone spy calls up 400 to 1000 percent today $$$, 2023-07-18T15:52:46.418000+00:00
1037,Optionsking Alert Bot ,Update, 2023-09-26T14:31:56.069000+00:00
1038,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-08-10T19:58:59.447000+00:00
1039,waysotheraccount ,@everyone watch jd above 39, 2023-07-13T15:22:37.159000+00:00
1040,waysotheraccount ,@everyone watch unh to breakout, 2023-07-26T14:52:02.205000+00:00
1041,Sir Goldman Alerts ,COMMENT, 2024-01-24T20:25:20.503000+00:00
1042,Sir Goldman Alerts ,COMMENT, 2023-12-21T18:31:31.846000+00:00
1043,Sir Goldman Alerts ,COMMENT, 2024-01-23T19:38:30.267000+00:00
1044,Sir Goldman Alerts ,EXIT, 2024-01-10T19:38:21.786000+00:00
1045,Sir Goldman Alerts ,COMMENT, 2024-04-03T16:52:15.023000+00:00
1046,waysotheraccount ,@everyone I'll be up 3 am to see if one of these runs 🚀, 2023-07-26T00:05:49.601000+00:00
1047,waysotheraccount ,@everyone dgbi looking good $$, 2023-08-29T17:38:41.609000+00:00
1048,Sir Goldman Alerts ,ENTRY, 2024-04-04T18:52:57.289000+00:00
1049,Sir Goldman Alerts ,COMMENT, 2024-01-30T17:30:34.034000+00:00
1050,Sir Goldman Alerts ,COMMENT, 2023-11-06T20:40:09.520000+00:00
1051,Optionsking Alert Bot ,Update, 2023-10-30T14:09:10.565000+00:00
1052,waysotheraccount ,@everyone has some wmt news, 2023-07-18T12:09:35.449000+00:00
1053,waysotheraccount ,@everyone lyft lottos and 12c up 100 percent now, 2023-07-11T15:46:31.560000+00:00
1054,Waxui Alerts 🍭 ,Closed SPY here @300Beautiful catch 🤌🏽, 2023-04-14T14:45:48.482000+00:00
1055,Sir Goldman Alerts ,ENTRY, 2024-02-21T17:50:43.486000+00:00
1056,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2024-03-01T16:05:27.289000+00:00
1057,Sir Goldman Alerts ,EXIT, 2023-12-04T20:41:09.545000+00:00
1058,Sir Goldman Alerts ,SCALE, 2023-10-02T14:12:28.648000+00:00
1059,waysotheraccount ,@everyone watch dtoc for a potential breakout to 30, 2023-09-20T18:42:21.849000+00:00
1060,Waxui Alerts 🍭 ,More SPX here220 - 420 ✅ 91%Holding 1/2’, 2024-02-20T16:34:18.976000+00:00
1061,Market Bishop ,I'm entering, 2024-04-03T14:51:51.073000+00:00
1062,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2024-02-20T16:13:11.510000+00:00
1063,KC Trades Bot ,Tesla 185c @ 220 here approaching the 175 level 📈, 2024-04-08T15:25:43.006000+00:00
1064,Sir Goldman Alerts ,ENTRY, 2023-12-12T17:07:45.137000+00:00
1065,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-12-20T14:40:07.237000+00:00
1066,Market Bishop ,Trimming TSLA 16750 C 4/5 @$050, 2024-04-05T17:43:53.846000+00:00
1067,waysotheraccount ,@everyone can add more ciss at 118 at this level, 2023-07-12T15:06:31.308000+00:00
1068,Sir Goldman Alerts ,ENTRY, 2023-09-26T14:18:43.314000+00:00
1069,Optionsking Alert Bot ,Trim, 2023-08-22T15:44:03.646000+00:00
1070,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2023-12-01T16:46:08.152000+00:00
1071,Sir Goldman Alerts ,COMMENT, 2024-01-11T18:16:54.634000+00:00
1072,Waxui Alerts 🍭 ,Reduced risk on SPX here @500, 2023-10-13T14:03:41.992000+00:00
1073,Waxui Alerts 🍭 ,VIX 15 is the new 20, 2024-03-08T17:13:21.285000+00:00
1074,Optionsking Alert Bot ,Charts, 2023-11-01T16:37:52.696000+00:00
1075,Optionsking Alert Bot ,Update, 2023-08-22T15:15:20.178000+00:00
1076,waysotheraccount ,@everyone amd potential Bollinger breakout to 117, 2023-07-18T14:13:22.176000+00:00
1077,Prodigy ,Up 124% wow, 2024-04-11T17:20:05.027000+00:00
1078,Bullish B Signals ,WATCHING AAPL $185 1/12 calls Waiting on confirmation, 2024-01-05T16:04:49.152000+00:00
1079,Waxui Alerts 🍭 ,*Riskier*SPX here11/07 4380PAvg 160, 2023-11-07T14:46:26.917000+00:00
1080,Optionsking Alert Bot ,Update, 2023-10-27T14:21:30.572000+00:00
1081,waysotheraccount ,@everyone hope you locked in mstr calls for 80 to 100 percent earlier, 2023-11-10T20:25:27.384000+00:00
1082,Sir Goldman Alerts ,COMMENT, 2024-02-16T16:53:47.592000+00:00
1083,Sir Goldman Alerts ,COMMENT, 2024-02-23T15:53:21.718000+00:00
1084,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2024-03-04T14:22:35.215000+00:00
1085,Sir Goldman Alerts ,COMMENT, 2023-12-13T19:51:31.473000+00:00
1086,Sir Goldman Alerts ,ENTRY, 2023-12-04T16:24:54.484000+00:00
1087,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2023-09-05T14:25:33.094000+00:00
1088,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-09-12T13:42:46.991000+00:00
1089,Sir Goldman Alerts ,ENTRY, 2023-12-21T18:29:38.106000+00:00
1090,Sir Goldman Alerts ,COMMENT, 2024-04-12T17:13:16.887000+00:00
1091,Waxui Alerts 🍭 ,Trail stops set @B/E, 2023-06-14T18:27:58.898000+00:00
1092,Sir Goldman Alerts ,EXIT, 2024-03-18T15:13:37.107000+00:00
1093,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2024-03-14T01:51:16.582000+00:00
1094,Sir Goldman Alerts ,COMMENT, 2023-10-05T14:12:06.460000+00:00
1095,Market Bishop ,Bishop's Ideas, 2024-04-05T22:32:14.010000+00:00
1096,Sir Goldman Alerts ,COMMENT, 2023-10-25T15:05:11.313000+00:00
1097,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2023-12-05T18:22:19.397000+00:00
1098,Optionsking Alert Bot ,Update, 2023-10-23T16:31:59.674000+00:00
1099,Sir Goldman Alerts ,COMMENT, 2023-12-15T15:21:37.741000+00:00
1100,Market Bishop ,I'm entering, 2024-03-28T14:06:09.382000+00:00
1101,Sir Goldman Alerts ,COMMENT, 2024-03-12T19:11:04.050000+00:00
1102,Sir Goldman Alerts ,ENTRY, 2023-12-20T19:50:54.690000+00:00
1103,Sir Goldman Alerts ,EXIT, 2023-10-18T14:19:35.473000+00:00
1104,Sir Goldman Alerts ,EXIT, 2023-12-15T18:31:59.278000+00:00
1105,Waxui Alerts 🍭 ,LOTTOSPX here09/22 4355CAvg 300, 2023-09-22T13:54:52.863000+00:00
1106,waysotheraccount ,@everyone bdrx looking good if you bought at 450, 2023-07-11T16:28:28.367000+00:00
1107,Waxui Alerts 🍭 ,High RiskSPX here07/13 4480PAvg 250, 2023-07-13T13:46:04.903000+00:00
1108,Optionsking Alert Bot ,Update, 2023-10-30T17:27:35.466000+00:00
1109,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,, 2024-04-13T23:51:31.024000+00:00
1110,Sir Goldman Alerts ,EXIT, 2023-11-27T20:33:02.403000+00:00
1111,Optionsking Alert Bot ,Update, 2023-10-26T13:43:02.584000+00:00
1112,Optionsking Alert Bot ,Update, 2023-10-09T16:08:40.078000+00:00
1113,Sir Goldman Alerts ,SCALE, 2024-02-12T20:42:00.854000+00:00
1114,Sir Goldman Alerts ,COMMENT, 2023-11-09T16:48:24.212000+00:00
1115,Sir Goldman Alerts ,COMMENT, 2023-12-19T16:25:15.096000+00:00
1116,Market Bishop ,Setting trims, 2024-03-21T15:57:06.516000+00:00
1117,Sir Goldman Alerts ,COMMENT, 2024-02-28T17:35:24.635000+00:00
1118,waysotheraccount ,@everyone dkng on my swing list Oct 20 40c  somewhere $95 to 107, 2023-07-31T11:55:39.863000+00:00
1119,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2024-04-04T13:56:47.844000+00:00
1120,Sir Goldman Alerts ,ENTRY, 2023-09-28T14:17:51.121000+00:00
1121,waysotheraccount ,@everyone omg our 5c going to be another dwac move Congrats, 2023-07-21T20:19:15.594000+00:00
1122,Sir Goldman Alerts ,SCALE, 2024-01-24T18:32:06.959000+00:00
1123,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2024-03-01T17:23:10.720000+00:00
1124,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-11-01T14:15:29.601000+00:00
1125,Sir Goldman Alerts ,ENTRY, 2024-03-20T18:51:39.253000+00:00
1126,Optionsking Alert Bot ,Update, 2023-09-12T15:22:30.472000+00:00
1127,Sir Goldman Alerts ,COMMENT, 2024-03-08T17:31:11.162000+00:00
1128,Optionsking Alert Bot ,Close, 2023-10-30T17:06:34.030000+00:00
1129,Sir Goldman Alerts ,COMMENT, 2024-04-08T15:55:27.961000+00:00
1130,Waxui Alerts 🍭 ,LOTTOSPY here06/23 434PAvg 090, 2023-06-23T14:10:28.196000+00:00
1131,Sir Goldman Alerts ,EXIT, 2023-11-03T17:14:36.496000+00:00
1132,Sir Goldman Alerts ,SCALE, 2024-03-14T16:09:45.410000+00:00
1133,waysotheraccount ,@everyone beke printing if you still held, 2023-07-26T14:44:26.148000+00:00
1134,Bullish B Signals ,ALMOST rejected the 100 ema on $MSFT Gotta be patient, 2024-01-09T15:33:00.180000+00:00
1135,Sir Goldman Alerts ,SCALE, 2023-10-11T16:01:10.400000+00:00
1136,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-12-13T14:37:12.582000+00:00
1137,waysotheraccount ,@everyone hut $3c 10/20 mid term swing for 160, 2023-07-13T18:44:21.246000+00:00
1138,Sir Goldman Alerts ,COMMENT, 2024-04-10T16:04:24.551000+00:00
1139,Sir Goldman Alerts ,SCALE, 2024-01-16T20:17:12.862000+00:00
1140,Optionsking Alert Bot ,Update, 2023-10-09T15:55:21.372000+00:00
1141,Market Bishop ,Trimming QQQ 438 C 4/12 @$130, 2024-04-12T17:50:24.650000+00:00
1142,Owen's Alerts ,Scanning for plays be ready for an alert, 2024-03-11T17:59:07.630000+00:00
1143,Sir Goldman Alerts ,COMMENT, 2024-02-26T15:35:55.732000+00:00
1144,Market Bishop ,Trimming PTON 45 C 3/28 @$021, 2024-03-21T13:38:52.754000+00:00
1145,Optionsking Alert Bot ,Update, 2023-10-25T19:39:20.114000+00:00
1146,waysotheraccount ,@everyone watch for amd pump Friday possibly, 2024-02-23T12:49:28.887000+00:00
1147,Sir Goldman Alerts ,COMMENT, 2024-01-30T17:10:20.355000+00:00
1148,Waxui Alerts 🍭 ,, 2023-10-23T22:28:42.871000+00:00
1149,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2023-11-14T14:58:33.469000+00:00
1150,Sir Goldman Alerts ,EXIT, 2024-02-01T18:38:09.195000+00:00
1151,Sir Goldman Alerts ,COMMENT, 2023-12-08T15:45:58.608000+00:00
1152,Waxui Alerts 🍭 ,Market is still very confused, 2023-10-02T15:44:49.797000+00:00
1153,Sir Goldman Alerts ,SCALE, 2024-01-25T16:09:22.718000+00:00
1154,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-08-25T14:33:12.135000+00:00
1155,Sir Goldman Alerts ,COMMENT, 2024-02-21T18:14:54.606000+00:00
1156,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-08-22T14:06:11.697000+00:00
1157,Sir Goldman Alerts ,COMMENT, 2024-03-26T16:31:26.627000+00:00
1158,Sir Goldman Alerts ,COMMENT, 2024-01-05T15:53:59.822000+00:00
1159,Optionsking Alert Bot ,Update, 2023-10-12T15:54:49.425000+00:00
1160,Market Bishop ,Bishop's Ideas, 2024-04-11T14:59:37.308000+00:00
1161,Bullish B Signals ,averaging down $PYPL calls off the bull flag re-test new avg is 081, 2024-01-24T14:38:29.229000+00:00
1162,Sir Goldman Alerts ,ENTRY, 2024-04-01T16:15:59.884000+00:00
1163,Sir Goldman Alerts ,COMMENT, 2023-12-06T15:39:54.337000+00:00
1164,Optionsking Alert Bot ,Open, 2023-11-03T18:41:33.076000+00:00
1165,Market Bishop ,Trimming META 500 P 4/5 @$310, 2024-04-03T16:19:57.926000+00:00
1166,Sir Goldman Alerts ,COMMENT, 2023-10-12T16:48:41.237000+00:00
1167,Optionsking Alert Bot ,Update, 2023-09-07T16:03:02.253000+00:00
1168,Optionsking Alert Bot ,Trim, 2023-08-31T18:17:08.320000+00:00
1169,waysotheraccount ,@everyone nvax looking good Let's see 10+, 2023-08-22T18:10:16.068000+00:00
1170,Bullish B Signals ,WHO wants an overnight SWING TRADE??, 2023-11-20T19:00:18.237000+00:00
1171,Optionsking Alert Bot ,Update, 2023-08-15T14:22:33.399000+00:00
1172,Sir Goldman Alerts ,COMMENT, 2024-03-13T15:31:25.876000+00:00
1173,Sir Goldman Alerts ,COMMENT, 2023-10-19T14:41:01.709000+00:00
1174,Sir Goldman Alerts ,COMMENT, 2024-02-21T17:07:14.700000+00:00
1175,Optionsking Alert Bot ,Update, 2023-10-26T19:51:41.978000+00:00
1176,Sir Goldman Alerts ,EXIT, 2024-01-26T16:44:53.939000+00:00
1177,Sir Goldman Alerts ,COMMENT, 2024-04-09T16:21:55.300000+00:00
1178,Sir Goldman Alerts ,COMMENT, 2023-12-08T16:39:42.938000+00:00
1179,Waxui Alerts 🍭 ,No better day for a V than right before FOMC, 2023-09-19T18:02:43.885000+00:00
1180,Sir Goldman Alerts ,SCALE, 2024-03-01T19:41:22.794000+00:00
1181,Optionsking Alert Bot ,Update, 2023-10-24T14:10:14.248000+00:00
1182,waysotheraccount ,@everyone Rad breaking out seems like a good daytrade, 2023-08-02T16:00:30.631000+00:00
1183,Optionsking Alert Bot ,Update, 2023-09-22T18:15:10.075000+00:00
1184,waysotheraccount ,@everyone 07 actually, 2023-08-25T13:46:03.330000+00:00
1185,Sir Goldman Alerts ,EXIT, 2024-02-06T16:52:18.989000+00:00
1186,Sir Goldman Alerts ,ENTRY, 2024-02-12T20:39:07.230000+00:00
1187,Sir Goldman Alerts ,COMMENT, 2024-03-18T01:15:12.061000+00:00
1188,Sir Goldman Alerts ,EXIT, 2024-02-23T14:58:27.373000+00:00
1189,Sir Goldman Alerts ,ENTRY, 2024-01-19T15:42:44.410000+00:00
1190,Market Bishop ,Trimming TSLA 17250 P 4/12 @$140, 2024-04-12T16:17:40.983000+00:00
1191,Sir Goldman Alerts ,SCALE, 2024-03-12T15:09:33.216000+00:00
1192,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2023-12-06T20:50:08.603000+00:00
1193,waysotheraccount ,@everyone bynd looking good let's see, 2023-12-05T15:45:07.358000+00:00
1194,Sir Goldman Alerts ,ENTRY, 2024-04-10T19:14:08.894000+00:00
1195,Sir Goldman Alerts ,ENTRY, 2023-12-19T15:02:07.110000+00:00
1196,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2024-01-04T15:19:14.414000+00:00
1197,waysotheraccount ,Sep 8, 2023-09-07T13:54:06.366000+00:00
1198,Sir Goldman Alerts ,COMMENT, 2024-01-10T20:25:38.438000+00:00
1199,Sir Goldman Alerts ,EXIT, 2023-11-15T18:58:20.952000+00:00
1200,Optionsking Alert Bot ,Update, 2023-08-15T16:30:34.544000+00:00
1201,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-09-13T04:21:20.700000+00:00
1202,Waxui Alerts 🍭 ,*Riskier*NFLX here06/23 425PAvg 440, 2023-06-20T13:32:16.510000+00:00
1203,Optionsking Alert Bot ,Open, 2023-09-22T18:03:42.649000+00:00
1204,Bullish B Signals ,WOW broke below 21 ema on 2m tf and DUMPED, 2024-01-05T16:19:00.036000+00:00
1205,Waxui Alerts 🍭 ,*High Risk*SPY here05/25 413PAvg 125, 2023-05-25T13:43:46.468000+00:00
1206,Sir Goldman Alerts ,EXIT, 2023-12-21T19:14:19.160000+00:00
1207,Optionsking Alert Bot ,Update, 2023-08-17T16:57:58.594000+00:00
1208,Sir Goldman Alerts ,COMMENT, 2024-01-05T14:18:36.785000+00:00
1209,Sir Goldman Alerts ,COMMENT, 2023-10-09T14:46:49.265000+00:00
1210,Sir Goldman Alerts ,ENTRY, 2023-11-08T15:45:20.337000+00:00
1211,Sir Goldman Alerts ,COMMENT, 2024-01-31T19:54:54.122000+00:00
1212,Waxui Alerts 🍭 ,Sorry for slow session#QualityoverQuanitity, 2023-06-13T17:53:16.163000+00:00
1213,Waxui Alerts 🍭 ,Trim SPX here300 - 350 ✅ 17%Holding most, 2023-06-09T13:39:20.434000+00:00
1214,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2024-03-19T17:15:58.500000+00:00
1215,Sir Goldman Alerts ,SCALE, 2023-09-27T17:42:46.361000+00:00
1216,Sir Goldman Alerts ,ENTRY, 2023-10-12T16:46:36.984000+00:00
1217,Optionsking Alert Bot ,Update, 2023-08-23T15:18:05.779000+00:00
1218,KC Trades Bot ,scale Apple @ 170 💰, 2024-03-28T19:34:51.991000+00:00
1219,Sir Goldman Alerts ,COMMENT, 2024-01-29T21:26:07.909000+00:00
1220,Sir Goldman Alerts ,EXIT, 2023-11-13T15:36:02.177000+00:00
1221,waysotheraccount ,@everyone Probably short adtx on the next halt, 2023-08-18T13:59:59.645000+00:00
1222,waysotheraccount ,@everyone amd 120c for 7/14 up 10 percent from 26 to 29, 2023-07-12T13:58:59.933000+00:00
1223,Optionsking Alert Bot ,Open, 2023-09-15T19:07:08.973000+00:00
1224,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-10-11T14:10:57.083000+00:00
1225,waysotheraccount ,@everyone tsla 330 calls up 10 percent so far, 2023-07-25T15:42:06.347000+00:00
1226,waysotheraccount ,@everyone BAC 8/18 32C at 35 for me, 2023-07-19T13:30:27.469000+00:00
1227,Optionsking Alert Bot ,Charts, 2023-09-26T18:07:57.565000+00:00
1228,Sir Goldman Alerts ,COMMENT, 2024-02-26T19:01:28.786000+00:00
1229,Waxui Alerts 🍭 ,Closed COIN here300 - 800 ✅ 166%Beauty, 2024-03-08T15:00:27.607000+00:00
1230,waysotheraccount ,@everyone lotto expiration unh 505c at 27, 2023-07-28T16:49:53.365000+00:00
1231,Waxui Alerts 🍭 ,Trending day into PowellComical, 2024-03-19T16:21:22.544000+00:00
1232,Waxui Alerts 🍭 ,Getting hectic out here, 2023-06-21T15:10:11.300000+00:00
1233,Sir Goldman Alerts ,SCALE, 2024-01-24T15:57:19.590000+00:00
1234,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,__ ⚡️ NEW SIGNAL ⚡️__, 2023-10-19T13:27:02.924000+00:00
1235,𝗗𝗗 𝗔𝗟𝗘𝗥𝗧𝗦 🤴 ,⚡️ __UPDATE__ ⚡️, 2024-03-12T15:38:32.007000+00:00
1236,KC Trades Bot ,whose still in my Tesla put swings? 😎💰, 2024-04-05T15:34:50.162000+00:00
1237,Sir Goldman Alerts ,EXIT, 2023-10-04T15:09:28.498000+00:00
1238,Market Bishop ,I'm looking at, 2024-04-05T16:55:49.366000+00:00
1239,Waxui Alerts 🍭 ,Re-loaded SPX here11/15 4500PAvg 270, 2023-11-15T15:36:19.968000+00:00
1240,Bullish B Signals ,NVDA price target 51580 (55 ema), 2024-01-09T14:49:34.880000+00:00
1241,Sir Goldman Alerts ,COMMENT, 2024-04-01T16:33:25.712000+00:00
1242,Sir Goldman Alerts ,SCALE, 2023-12-07T16:32:38.360000+00:00
1243,Sir Goldman Alerts ,SCALE, 2024-02-12T17:29:19.809000+00:00
1244,Sir Goldman Alerts ,SCALE, 2023-12-12T17:21:33.674000+00:00
1245,Sir Goldman Alerts ,COMMENT, 2023-12-08T14:20:10.521000+00:00
1246,Optionsking Alert Bot ,Update, 2023-08-23T15:03:46.410000+00:00
1247,Optionsking Alert Bot ,Update, 2023-11-01T18:16:17.870000+00:00
1248,Waxui Alerts 🍭 ,More SPX here240 - 440 ✅ 83%Holding 1/2, 2024-01-09T16:24:20.052000+00:00
1249,Optionsking Alert Bot ,Trim, 2023-10-24T14:08:47.696000+00:00
1250,Optionsking Alert Bot ,Update, 2023-10-24T16:10:52.607000+00:00
1251,Sir Goldman Alerts ,SCALE, 2024-01-12T16:13:15.519000+00:00
1252,Sir Goldman Alerts ,COMMENT, 2024-02-21T18:12:21.977000+00:00
1253,Optionsking Alert Bot ,Update, 2023-08-16T14:38:07.306000+00:00
1254,Sir Goldman Alerts ,COMMENT, 2023-12-15T18:44:20.897000+00:00
1255,Sir Goldman Alerts ,EXIT, 2024-01-08T19:43:59.156000+00:00
